movie,address,notes,lat,lng
The Shawshank Redemption (1994),Mansfield Reformatory - 100 Reformatory Road; Mansfield; Ohio; USA,(The prison that is used in the large panning scene; and used for the wardens office.)                       ,40.784215,-82.502481
The Shawshank Redemption (1994),Butler; Ohio; USA,"(rural town of ""Buxton"" where ""Red"" journeys to; shot of bus leaving with ""Red"" near end of film)                       ",40.58839329999999,-82.4248862
The Shawshank Redemption (1994),Mansfield; Ohio; USA,,40.75839000000001,-82.51544709999997
The Shawshank Redemption (1994),Upper Sandusky; Ohio; USA,(Mill and Courtroom)                       ,40.8272785,-83.2813089
The Shawshank Redemption (1994),Ashland; Ohio; USA,(Bank and bus station)                       ,40.8686675,-82.3182178
The Shawshank Redemption (1994),Yuma; Arizona; USA,,32.6926512,-114.6276916
The Shawshank Redemption (1994),Rod Bay; St Croix; USVI,(Andy driving)                       ,17.7335872,-64.6147626
The Shawshank Redemption (1994),U.S. Virgin Islands,(final scene)                       ,18.335765,-64.896335
The Shawshank Redemption (1994),St. Croix; U.S. Virgin Islands,(End Beach Scene)                       ,17.7245968,-64.8347992
The Shawshank Redemption (1994),Malabar Farm State Park - 4050 Bromfield Road; Lucas; Ohio; USA,(cabin at beginning; tree and rock wall)                       ,40.6522927,-82.3991118
The Shawshank Redemption (1994),Wyandot County Courthouse; Upper Sandusky; Ohio; USA,,40.8271292,-83.2807813
The Shawshank Redemption (1994),193 North Main Street; Mansfield; Ohio; USA,(Brewer Hotel)                       ,40.7636748,-82.51549720000001
The Shawshank Redemption (1994),Snyder Road and Hagerman Road; Bellville; Ohio; USA,(Road to Buxton)                       ,40.6164468,-82.42902070000002
The Godfather (1972),110 Longfellow Road; Staten Island; New York City; New York; USA,(Corleone mansion)                       ,40.6065138,-74.097866
The Godfather (1972),Mitchell Field; Garden City; Long Island; New York; USA,(Tollbooth scene)                       ,40.728918,-73.60158299999998
The Godfather (1972),Savoca; Sicily; Italy,(bar sequence) (Michael and Apollonia's wedding church)                       ,37.9557579,15.3396302
The Godfather (1972),3531 White Plains Road; Bronx; New York City; New York; USA,(Italian restaurant)                       ,40.8783885,-73.8664441
The Godfather (1972),1 Allen Ave; Ross; California; USA,(Kay Adams' school.)                       ,37.9617825,-122.5588257
The Godfather (1972),Mott Street; Manhattan; New York City; New York; USA,(Genco Olive Oil Co)                       ,40.71904650000001,-73.99648409999998
The Godfather (1972),5th Avenue; Manhattan; New York City; New York; USA,(Best & Co. Store)                       ,40.7744146,-73.9656177
The Godfather (1972),Fieldstone Mansion; Riverdale; Bronx; New York City; New York; USA,,40.8942678,-73.9036487
The Godfather (1972),Staten Island; New York City; New York; USA,,40.5795317,-74.1502007
The Godfather (1972),Church of St. Joachim and St. Anne on the grounds of The Mission of the Immaculate Virgin at Mount Loretto; Staten Island; New York City; New York; USA,(exteriors: church where the christening takes place)                       ,40.5116592,-74.220959
The Godfather (1972),"""Old"" Lincoln Hospital; Southern Blvd. and East 141 Street; Bronx; New York; USA",(Vito being transported in Ambulance from Hospital)                       ,40.8169418,-73.92441459999998
The Godfather (1972),Hollywood United Methodist Church - 6817 Franklin Avenue; Hollywood; Los Angeles; California; USA,,34.1045445,-118.3388544
The Godfather (1972),St Regis-Sheraton Hotel - 2 East 55th Street; Fifth Avenue; Manhattan; New York City; New York; USA,,40.7612457,-73.9741828
The Godfather (1972),Sicily; Italy,,37.5999938,14.0153557
The Godfather (1972),Calvary Cemetery; Woodside; Queens; New York City; New York; USA,,40.7389451,-73.9121318
The Godfather (1972),Los Angeles; California; USA,,34.0522342,-118.24368490000002
The Godfather (1972),Edison Hotel - 228 West 47th Street; Manhattan; New York City; New York; USA,,40.7596825,-73.9863504
The Godfather (1972),Jersey City; New Jersey; USA,,40.7177545,-74.0431435
The Godfather (1972),Manhattan; New York City; New York; USA,,40.7830603,-73.9712488
The Godfather (1972),New York County Courthouse - 60 Centre Street; New York City; New York; USA,,40.714406200000006,-74.0020156
The Godfather (1972),Queensboro Bridge; Manhattan; New York City; New York; USA,,40.7567316,-73.9542239
The Godfather (1972),Long Island; New York; USA,,40.789142,-73.134961
The Godfather (1972),Santo Domingo; Dominican Republic,(Cuba outside scenes)                       ,18.4860575,-69.9312117
The Godfather (1972),Forza d'Agrò; Messina; Sicily; Italy,(as Corleone village)                       ,37.9150728,15.334769199999998
The Godfather (1972),Old St Patrick's Cathedral - 264 Mulberry Street; Little Italy; Manhattan; New York City; New York; USA,(christening scene)                       ,40.7235616,-73.9949063
The Godfather (1972),Jack Dempsey's Restaurant - Broadway & 49th Street; Manhattan; New York City; New York; USA,,40.7484662,-73.9868662
The Godfather (1972),Beverly House - 1011 N. Beverly Drive; Beverly Hills; California; USA,(Woltz's mansion)                       ,34.0889039,-118.4140332
The Godfather (1972),Castello Degli Schiavi; Fiumefreddo di Sicilia; Catania; Sicily; Italy,(Don Tommasino's villa; car blown up)                       ,37.7916109,15.2234992
The Godfather (1972),120 Longfellow Road; Emerson Hill; Staten Island; New York City; New York; USA,(wedding celebrations)                       ,40.6068233,-74.0975907
The Godfather (1972),NY Eye and Ear Infirmary; 2nd Avenue & East 13th Street; New York City; New York; USA,(Vito hospital scenes)                       ,40.7369813,-73.9813485
The Godfather (1972),Sands Point; Long Island; New York; USA,,40.8517669,-73.718742
The Godfather (1972),Little Italy; Manhattan; New York City; New York; USA,,40.7191413,-73.9973273
The Godfather (1972),59th Street Bridge; Manhattan; New York City; New York; USA,,40.7567316,-73.9542239
The Godfather (1972),Federal Reserve Bank - 33 Liberty Street; Financial District; Manhattan; New York City; New York; USA,,40.7083663,-74.00865300000002
The Godfather (1972),Radio City Music Hall - 1260 6th Avenue; Rockefeller Center; Manhattan; New York City; New York; USA,,40.759976,-73.9799772
The Godfather (1972),Woodside; Queens; New York City; New York; USA,,40.7532952,-73.9068973
The Godfather (1972),1999 East 5th Street Brooklyn; New York City; New York; USA,(Clemenza's home)                       ,40.601718,-73.9673229
The Godfather (1972),Las Vegas; Nevada; USA,,36.1699412,-115.13982959999998
The Godfather (1972),Liberty State Park - Morris Pesin Drive; Jersey City; New Jersey; USA,,40.7030799,-74.0537191
The Godfather (1972),Filmways Studios - 246 East 127th Street; East Harlem; Manhattan; New York City; New York; USA,(studio)                       ,40.8041682,-73.9334971
The Godfather (1972),Long Beach; Long Island; New York; USA,,40.5884373,-73.65790799999998
The Godfather (1972),New York City; New York; USA,,40.7127753,-74.0059728
The Godfather (1972),Queens; New York City; New York; USA,,40.7282239,-73.7948516
The Godfather (1972),Riverdale; Bronx; New York City; New York; USA,,40.89408529999999,-73.91099770000002
The Godfather (1972),Hollywood; Los Angeles; California; USA,,34.0928092,-118.3286614
The Godfather (1972),UCLA Royce Hall Los Angeles; California; USA,(Recording pf Skinner Organ)                       ,34.0728088,-118.4421592
The Dark Knight (2008),Times Square; Causeway Bay; Hong Kong,,22.2781357,114.1821587
The Dark Knight (2008),Hong Kong; China,,22.3193039,114.1693611
The Dark Knight (2008),Brach's Candy Factory - 401 N. Cicero Street; Chicago; Illinois; USA,(Gotham Hospital exteriors)                       ,41.8879633,-87.74554429999998
The Dark Knight (2008),Millennium Station; Chicago; Illinois; USA,,41.88437570000001,-87.624734
The Dark Knight (2008),Old Post Office; Chicago; Illinois; USA,(bank heist)                       ,41.875597,-87.6386955
The Dark Knight (2008),Senate House; University College London; Malet Street; Bloomsbury; London; England; UK,,51.5210743,-0.1287353
The Dark Knight (2008),South LaSalle St.; Chicago; Illinois; USA,(the Joker's semi-truck flip)                       ,41.8770561,-87.63176159999998
The Dark Knight (2008),Atwood Cafe - 1 W Washington St; Chicago; Illinois; USA,,41.883116,-87.62817
The Dark Knight (2008),McCormick Place - 2301 S. Lake Shore Drive; Near South Side; Chicago; Illinois; USA,(Fox's meeting with Lau)                       ,41.852623,-87.611958
The Dark Knight (2008),Victoria Harbour; Hong Kong; China,,22.279485,114.164823
The Dark Knight (2008),Chertsey; Surrey; England; UK,,51.386491,-0.509456
The Dark Knight (2008),IBM Building - 330 N Wabash; Chicago; Illinois; USA,(interiors)                       ,41.8886339,-87.6275074
The Dark Knight (2008),Richard J. Daley Center - 55 W. Randolph Street; The Loop; Downtown; Chicago; Illinois; USA,,41.8841864,-87.6303063
The Dark Knight (2008),N Franklin Street; Chicago; Illinois; USA,(Bruce Wayne drives Lamborghini)                       ,41.8907839,-87.635545
The Dark Knight (2008),London; England; UK,,51.5073509,-0.12775830000000002
The Dark Knight (2008),2 International Finance Centre; Central; Hong Kong; China,,22.28588,114.158131
The Dark Knight (2008),Old Town; Near North Side; Chicago; Illinois; USA,,41.907657,-87.63741429999997
The Dark Knight (2008),Criterion Theatre; Jermyn Street; St James's; London; England; UK,,51.5097608,-0.1343267
The Dark Knight (2008),Longcross; Surrey; England; UK,,51.378499,-0.5795636
The Dark Knight (2008),The Peninsula Hong Kong; Salisbury Road; Tsim Sha Tsui; Kowloon; Hong Kong; China,,22.2951024,114.1718537
The Dark Knight (2008),Chicago; Illinois; USA,,41.8781136,-87.62979820000002
The Dark Knight (2008),Battersea Power Station; Battersea; London; England; UK,,51.4818235,-0.1443983
The Dark Knight (2008),Los Angeles; California; USA,,34.0522342,-118.24368490000002
The Dark Knight (2008),Twin Anchors Restaurant & Tavern - 1655 N. Sedgwick Street; Lincoln Park; Chicago; Illinois; USA,,41.9127239,-87.63842240000002
The Dark Knight (2008),Piccadilly Circus; Piccadilly; London; England; UK,,51.5098604,-0.1348551
The Dark Knight (2008),Bedford; Bedfordshire; England; UK,,52.1386394,-0.4667782
The Dark Knight (2008),University of Westminster; London; England; UK,,51.5205866,-0.141079
The Dark Knight (2008),Lower Wacker Drive; Downtown; Chicago; Illinois; USA,(car chase scene)                       ,41.881402,-87.63682
The Dark Knight (2008),Queen's Road Central; Central; Hong Kong; China,,22.282826,114.155706
The Dark Knight (2008),Trump International Hotel & Tower - 401 N Wabash; Chicago; Illinois; USA,(skyscraper under construction in finale)                       ,38.8942536,-77.0276145
The Dark Knight (2008),Hotel 71 - 71 E. Wacker Drive; Downtown; Chicago; Illinois; USA,,41.8873949,-87.62569509999999
The Dark Knight (2008),Pinewood Studios; Iver Heath; Buckinghamshire; England; UK,(studio)                       ,51.5486578,-0.5349495
The Dark Knight (2008),Twickenham; Middlesex; England; UK,,51.444581,-0.335246
The Dark Knight (2008),George Farmiloe Building - 28-36 St John Street; Clerkenwell; London; England; UK,(Police HQ)                       ,51.52072020000001,-0.1013701
The Dark Knight (2008),Cardington Airship Hangars; Bedfordshire; England; UK,(studio)                       ,52.117296,-0.412731
The Dark Knight (2008),Navy Pier - 600 E. Grand Avenue; Near North Side; Chicago; Illinois; USA,,41.8917087,-87.6042679
The Dark Knight (2008),St John Street; Clerkenwell; London; England; UK,,51.5258278,-0.1040182
The Dark Knight (2008),Leavesden Studios; Leavesden; Hertfordshire; England; UK,,51.6904131,-0.41758
The Dark Knight (2008),The Center; Central; Hong Kong; China,,22.2846202,114.1547347
The Godfather: Part II (1974),Kaiser Estate; 4000 W Lake Blvd; Homewood; Lake Tahoe; California; USA,(Corleone Compound)                       ,39.1027879,-120.1617268
The Godfather: Part II (1974),El Embajador Hotel; Santo Domingo; Dominican Republic,,18.454881,-69.93349
The Godfather: Part II (1974),Forza d'Agrò; Messina; Sicily; Italy,,37.9150728,15.334769199999998
The Godfather: Part II (1974),Lake Tahoe; California; USA,,39.0968493,-120.0323507
The Godfather: Part II (1974),Sicily; Italy,,37.5999938,14.0153557
The Godfather: Part II (1974),6th Street; Manhattan; New York City; New York; USA,,40.7254486,-73.983968
The Godfather: Part II (1974),2045 N. Hibiscus Drive; North Miami; Florida; USA,(Hyman Roth residence.)                       ,25.894241,-80.15653
The Godfather: Part II (1974),via Vecchia Pozzillo; Acireale; Catania; Italy,(Don Ciccio's villa)                       ,37.6616915,15.173656
The Godfather: Part II (1974),Hospital Padre Billini; Santo Domingo; Dominican Republic,(Hospital Execution)                       ,18.4713806,-69.8891083
The Godfather: Part II (1974),East Village; Manhattan; New York City; New York; USA,,40.7264773,-73.9815337
The Godfather: Part II (1974),Las Vegas; Nevada; USA,,36.1699412,-115.13982959999998
The Godfather: Part II (1974),New York City; New York; USA,,40.7127753,-74.0059728
The Godfather: Part II (1974),Hotel Washington - 515 15th Street; Washington; District of Columbia; USA,,38.8970055,-77.03342459999998
The Godfather: Part II (1974),Calle Hostos; Santo Domingo; Dominican Republic,,18.4733885,-69.88530870000001
The Godfather: Part II (1974),Avenida Mella; Santo Domingo; Dominican Republic,,18.4762582,-69.889131
The Godfather: Part II (1974),Trieste; Friuli-Venezia Giulia; Italy,,45.6495264,13.7768182
The Godfather: Part II (1974),Santo Domingo; Dominican Republic,,18.4860575,-69.9312117
The Godfather: Part II (1974),Calle Duarte; Santo Domingo; Dominican Republic,(Where rebel blows up bomb)                       ,18.4746251,-69.8863827
The Godfather: Part II (1974),Riva Nazario Sauro; Trieste; Friuli-Venezia Giulia; Italy,(fishmarket used as Ellis Island immigrant station)                       ,45.64819050000001,13.7630566
The Godfather: Part II (1974),Vazak's Bar - 108 Avenue B; East Village; Manhattan; New York City; New York; USA,,40.7250535,-73.9814144
The Godfather: Part II (1974),Miami; Florida; USA,,25.7616798,-80.1917902
The Godfather: Part II (1974),via Vecchia Pozzillo; Acireale; Catania,(Robert de Niro revenge)                       ,37.6616915,15.173656
The Godfather: Part II (1974),538 E. 6th. Street; Manhattan; New York City; New York; USA,(Fanucci Residence)                       ,40.7245897,-73.9822454
The Godfather: Part II (1974),Train Station Sparagogna; Regalbuto; Enna; Sicily; Italy,(Train Station Corleone)                       ,37.6500078,14.6402566
The Godfather: Part II (1974),Greenwich Village; Manhattan; New York City; New York; USA,,40.7335719,-74.0027418
The Godfather: Part II (1974),Manhattan; New York City; New York; USA,,40.7830603,-73.9712488
The Godfather: Part II (1974),Tomkin's Square; Greenwich Village; Manhattan; New York City; New York; USA,,40.7264295,-73.98178409999998
The Godfather: Part II (1974),Los Angeles; California; USA,,34.0522342,-118.24368490000002
The Godfather: Part II (1974),Avenida Duarte; Santo Domingo; Dominican Republic,,18.4939747,-69.899843
The Godfather: Part II (1974),Parque Independencia; Santo Domingo; Dominican Republic,,18.471297,-69.8919407
The Lord of the Rings: The Return of the King (2003),Hinuera Valley; Matamata; Waikato; New Zealand,(Hobbiton)                       ,41.4016482,-124.0650093
The Lord of the Rings: The Return of the King (2003),Mt. Potts Station; Erewhon; Canterbury; New Zealand,(Edoras)                       ,-43.5657109,170.9300125
The Lord of the Rings: The Return of the King (2003),Queenstown; Otago; New Zealand,,-45.0311622,168.6626435
The Lord of the Rings: The Return of the King (2003),Tongariro National Park; Central Plateau; New Zealand,(Emyn Muil)                       ,-39.1296059,175.6357641
The Lord of the Rings: The Return of the King (2003),Paradise; Glenorchy; Otago; New Zealand,(Amon Hen)                       ,-44.776449,168.3926929
The Lord of the Rings: The Return of the King (2003),Deer Park Heights; Queenstown; Otago; New Zealand,(the Paths of the Dead ghost soldier scene)                       ,-45.0458208,168.68588789999995
The Lord of the Rings: The Return of the King (2003),Stone Street Studios; Stone Street; Miramar; Wellington; New Zealand,(Hobbiton interiors and Grey Havens scenes)                       ,-41.3177834,174.8138303
The Lord of the Rings: The Return of the King (2003),Mount Ruapehu; Tongariro National Park; Central Plateau; New Zealand,(Mount Doom exteriors)                       ,-39.28172070000001,175.5685104
The Lord of the Rings: The Return of the King (2003),Twizel; Canterbury; New Zealand,(Théoden leads the charge into the Orc army)                       ,-44.2599014,170.10429419999997
The Lord of the Rings: The Return of the King (2003),Mount Ruapehu; Tongariro National Park; Central Plateau; New Zealand,(the wasteland of Mordor)                       ,-39.28172070000001,175.5685104
The Lord of the Rings: The Return of the King (2003),Fernside; Featherston; Wairarapa; New Zealand,(Lothlórien)                       ,-41.1030811,175.3652608
The Lord of the Rings: The Return of the King (2003),Camperdown Studios; Camperdown Road; Miramar; Wellington; New Zealand,(studio)                       ,-41.305862,174.8234761
The Lord of the Rings: The Return of the King (2003),Dry Creek Quarry; Wellington; New Zealand,(Minas Tirith)                       ,-41.1595091,174.9707956
The Lord of the Rings: The Return of the King (2003),Twizel; Canterbury; New Zealand,(The Pelennor Fields)                       ,-44.2599014,170.10429419999997
The Lord of the Rings: The Return of the King (2003),Upper Hutt; Wellington; New Zealand,,-41.12443270000001,175.0707834
The Lord of the Rings: The Return of the King (2003),Stone Street Studios; Stone Street; Miramar; Wellington; New Zealand,(studio) (studio sets of the Citadel)                       ,-41.3177834,174.8138303
The Lord of the Rings: The Return of the King (2003),Rangipo Desert; Waiouru; Tongariro National Park; Central Plateau; New Zealand,(the Battle of the Black Gate)                       ,-39.1296059,175.6357641
The Lord of the Rings: The Return of the King (2003),Putangirua Pinnacles; Wairarapa region; North Island; New Zealand,(the Paths of the Dead)                       ,-41.4500923,175.2253833
The Lord of the Rings: The Return of the King (2003),Milford Sound; Fiordland National Park; Southland; New Zealand,,-44.6414024,167.8973801
Pulp Fiction (1994),1435 Flower Street; Glendale; California; USA,(Jack Rabbit Slims;exterior)                       ,34.1629565,-118.2902094
Pulp Fiction (1994),20933 Roscoe Blvd; Canoga Park; Los Angeles; California; USA,(Zed's Pawn Shop)                       ,34.2205615,-118.5897666
Pulp Fiction (1994),A & R Auto Dismantlers - 12143 Branford Street; Sun Valley; California; USA,(Monster Joe's junkyard)                       ,37.09024,-95.712891
Pulp Fiction (1994),3519 La Clede Avenue; Los Angeles; California; USA,(Lance's house)                       ,34.11969000000001,-118.257167
Pulp Fiction (1994),Atwater Avenue And Fletcher Drive; Los Angeles; California; USA,(Butch runs down MArcellus Wallace with his car)                       ,34.111103,-118.2505319
Pulp Fiction (1994),4149 Kraft Avenue; Studio City; Los Angeles; California; USA,(Jimmie Dimmick's Home; The Bonnie Situation)                       ,34.143950399999994,-118.3803699
Pulp Fiction (1994),Raymond Theatre - 129 N. Raymond Avenue; Pasadena; California; USA,,34.148121100000004,-118.1491055
Pulp Fiction (1994),1541 Summitridge Dr; Beverly Hills; California; USA,(Marsellus Wallace's house)                       ,34.0991354,-118.4209169
Pulp Fiction (1994),Beverly Hills; California; USA,,34.0736204,-118.4003563
Pulp Fiction (1994),Los Angeles; California; USA,,34.0522342,-118.24368490000002
Pulp Fiction (1994),Hawthorne Grill - 13763 S. Hawthorne Boulevard; Hawthorne; California; USA,(Hawthorne Grill coffee shop; currently an AutoZone store)                       ,33.9036137,-118.3529616
Pulp Fiction (1994),5800 Harold Way; Los Angeles; California; USA,(Jules and Vincent assassinate Brett & Roger and get back the briefcase)                       ,34.098850899999995,-118.3161858
Pulp Fiction (1994),River Glen Motel - 2934 Riverside Drive; Los Angeles; California; USA,(demolished)                       ,34.11108170000001,-118.2658373
Pulp Fiction (1994),11827 Valerio Street; North Hollywood; California; USA,(Butch parks his car)                       ,34.2050833,-118.3912009
Pulp Fiction (1994),11813 Runnymede Street; North Hollywood; California; USA,(Butch's apartment)                       ,34.2059197,-118.3911751
Pulp Fiction (1994),Kendall Alley; Pasadena; California; USA,(Butch jumps out of window in an alley to escape the rigged boxing match)                       ,34.14685,-118.14943329999998
Pulp Fiction (1994),Hawthorne; California; USA,,33.9164032,-118.3525748
Pulp Fiction (1994),Riverside Dr. & Glendale Blvd.; Silver Lake; Los Angeles; California; USA,,40.815718,-73.96246640000003
Pulp Fiction (1994),North Hollywood; Los Angeles; California; USA,,34.187044,-118.3812562
Schindler's List (1993),Auschwitz-Birkenau Concentration Camp; Oswiecim; Malopolskie; Poland,,50.0274106,19.2019829
Schindler's List (1993),Kraków; Malopolskie; Poland,(main location) (as Krakow; Poland)                       ,50.0646501,19.9449799
Schindler's List (1993),Szeroka; Kraków; Malopolskie; Poland,,50.0526211,19.9479381
Schindler's List (1993),Poland,,51.919438,19.145136
Schindler's List (1993),Israel,,31.046051,34.851612
Schindler's List (1993),Plaszów; Kraków; Malopolskie; Poland,,50.0446081,19.986768
Schindler's List (1993),Most Pilsudskiego; Kraków; Malopolskie; Poland,,50.0454113,19.9450417
Schindler's List (1993),Józefa; Kraków; Malopolskie; Poland,,,
Schindler's List (1993),Jerusalem; Israel,,31.768319,35.21371
12 Angry Men (1957),New York County Courthouse - 60 Centre Street; New York City; New York; USA,,40.714406200000006,-74.0020156
12 Angry Men (1957),Fox Movietone Studio; New York; USA,(studio)                       ,40.7127753,-74.0059728
Avengers: Endgame (2019),Durham Cathedral; Durham DH1 3EH; UK,(Asgard.)                       ,54.7732329,-1.5763921
Avengers: Endgame (2019),Pinewood Atlanta Studios; 461 Sandy Creek Road; Fayetteville; Georgia; USA,,33.4715738,-84.5126938
Avengers: Endgame (2019),Atlanta;Georgia;USA,,33.7489954,-84.3879824
Avengers: Endgame (2019),St Abbs; Eyemouth; TD14 5PL; UK,(on location)                       ,55.898921,-2.138515
Inception (2010),Tangier; Morocco,(as Mombasa; Kenya)                       ,35.7594651,-5.8339542999999985
Inception (2010),Shizuoka; Japan,,35.0929397,138.31902759999997
Inception (2010),Da Stuzzi Delicatessen; 6 Rue César Franck; Paris 15; France,(as Café Debussy)                       ,48.8474711,2.3098713
Inception (2010),Pont de Bir-Hakeim; Paris; France,,48.8555961,2.2875917
Inception (2010),Spring Street; Downtown; Los Angeles; California; USA,,34.0472972,-118.2497218
Inception (2010),Cardington Airship Hangars; Bedfordshire; England; UK,(studio)                       ,52.117296,-0.412731
Inception (2010),University College London; Bloomsbury; London; England; UK,,51.5245592,-0.1340401
Inception (2010),Rancho Palos Verdes; California; USA,,33.7444613,-118.3870173
Inception (2010),Rue Bouchut; Paris 15; Paris; France,,48.8469511,2.3099876
Inception (2010),Stage 16; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,(studio)                       ,34.1475474,-118.3390296
Inception (2010),John Ferraro Building; 111 North Hope Street; Los Angeles; California; USA,,34.0587425,-118.2494645
Inception (2010),Pasadena; California; USA,,34.1477849,-118.1445155
Inception (2010),Falls Lake; Backlot; Universal Studios - 100 Universal City Plaza; Universal City; California; USA,,34.13811679999999,-118.3533783
Inception (2010),Downtown; Los Angeles; California; USA,,34.040713000000004,-118.2467693
Inception (2010),France,,46.227638,2.213749
Inception (2010),California; USA,,36.778261,-119.4179324
Inception (2010),Fortress Mountain; Kananaskis Country; Alberta; Canada,,50.8231571,-115.1979879
Inception (2010),Tokyo; Japan,,35.6761919,139.65031059999998
Inception (2010),Alberta; Canada,,53.9332706,-116.5765035
Inception (2010),Kananaskis Village; Kananaskis Country; Alberta; Canada,,51.0763355,-115.1288004
Inception (2010),Bedford; Bedfordshire; England; UK,,52.1386394,-0.4667782
Inception (2010),Farnborough Airfield; Hampshire; England; UK,,51.283039,-0.777307
Inception (2010),Morocco,,31.791702,-7.09262
Inception (2010),Commodore Schuyler F. Heim Bridge; Port of Los Angeles; Los Angeles; California; USA,(van falling from bridge)                       ,33.76581470000001,-118.2393831
Inception (2010),Bedfordshire; England; UK,,52.0627394,-0.5292091
Inception (2010),1240 S Hope St; Los Angeles; California; USA,,34.039894700000005,-118.2648592
Inception (2010),Leo Carrillo State Beach - 35000 W. Pacific Coast Highway; Malibu; California; USA,,34.04361710000001,-118.9358055
Inception (2010),453 S Spring St; Los Angeles; California; USA,,34.0477414,-118.2496014
Inception (2010),Paris 15; Paris; France,,48.8421616,2.2927665
Inception (2010),Los Angeles; California; USA,,34.0522342,-118.24368490000002
Inception (2010),Malibu; California; USA,,34.025921600000004,-118.7797571
Inception (2010),Paris; France,,48.856614,2.3522218999999995
Fight Club (1999),240 North Neptune Avenue; Los Angeles; California; USA,(Tyler's House)                       ,33.772744,-118.2683694
Fight Club (1999),Stage 15; 20th Century Fox Studios - 10201 Pico Blvd.; Century City; Los Angeles; California; USA,(studio)                       ,34.0516665,-118.41232279999998
Fight Club (1999),Shipwreck Joey's - 1331 W. B Street; Wilmington; Los Angeles; California; USA,(Lou's Tavern where Fight Club started; demolished)                       ,33.9851158,-118.2523231
Fight Club (1999),123 South Figueroa Street; Los Angeles; California; USA,(condo)                       ,34.0576062,-118.2530615
Fight Club (1999),Melrose Avenue at North Heliotrope Drive; Los Angeles; California; USA,(Marla's philosophy of life scene)                       ,34.0835988,-118.2949758
Fight Club (1999),330 West 8th Street; Los Angeles; California; USA,(Marla gets on the bus scene)                       ,34.044178499999994,-118.2557335
Fight Club (1999),Los Angeles Center Studios - 450 S. Bixel Street; Downtown; Los Angeles; California; USA,(studio)                       ,34.054853200000004,-118.260011
Fight Club (1999),San Pedro; Los Angeles; California; USA,,33.7360619,-118.2922461
Fight Club (1999),325 West 8th Street - Los Angeles; California; USA,(Clifton's Restaurant - Exterior)                       ,34.0444951,-118.2554688
Fight Club (1999),Hancock Park; Los Angeles; California; USA,,34.072332700000004,-118.3286614
Fight Club (1999),Downtown; Los Angeles; California; USA,,34.040713000000004,-118.2467693
Fight Club (1999),California; USA,,36.778261,-119.4179324
Fight Club (1999),217 Figueroa Street; Los Angeles; California; USA,"(""Lou's Tavern""; Shipwreck Joe's - now demolished)                       ",34.0562552,-118.2539871
Fight Club (1999),St. Brendan's Catholic Church - 310 S. Van Ness Avenue; Hancock Park; Los Angeles; California; USA,,34.0687133,-118.3149768
Fight Club (1999),Tower Theatre - 802 S. Broadway; Downtown; Los Angeles; California; USA,(exterior in distance)                       ,34.0436106,-118.2546786
Fight Club (1999),421 W. Eighth Street; Los Angeles; California; USA,(Hotel Bristol - Marla's digs)                       ,34.0450554,-118.2563626
Fight Club (1999),505 North Avalon Boulevard; Los Angeles; California; USA,(Tire Shop - pick a fight scene)                       ,33.7758282,-118.2625523
Fight Club (1999),150 World Way; Los Angeles; California; USA,(LAX Terminal 2 - vibrating suitcase scene)                       ,33.9471033,-118.4012431
Fight Club (1999),Olympic Theatre - 313 W. Eighth Street; Los Angeles; California; USA,(Marla Singer gets on the bus;exterior)                       ,34.044276399999994,-118.25499209999998
Fight Club (1999),Stage 16; 20th Century Fox Studios - 10201 Pico Blvd.; Century City; Los Angeles; California; USA,(studio)                       ,34.0516665,-118.41232279999998
Fight Club (1999),Los Angeles Theatre - 615 S. Broadway; Downtown; Los Angeles; California; USA,(Projection booth scene)                       ,34.046444,-118.2526466
Fight Club (1999),Century City; Los Angeles; California; USA,,34.0536608,-118.4133894
Fight Club (1999),Los Angeles; California; USA,,34.0522342,-118.24368490000002
Fight Club (1999),USA,,37.09024,-95.712891
The Lord of the Rings: The Fellowship of the Ring (2001),Wellington; New Zealand,(Bree)                       ,-41.2864603,174.776236
The Lord of the Rings: The Fellowship of the Ring (2001),Kaitoke Regional Park; Wellington Region; New Zealand,(Rivendell) (River Anduin)                       ,-41.0674332,175.19716440000005
The Lord of the Rings: The Fellowship of the Ring (2001),Port Waikato; Waikato; New Zealand,(Weathertop)                       ,-37.3902003,174.72876589999996
The Lord of the Rings: The Fellowship of the Ring (2001),Fernside; Featherston; Wairarapa; New Zealand,(Lothlorien)                       ,-41.1030811,175.3652608
The Lord of the Rings: The Fellowship of the Ring (2001),Rangitikei River; Manawatu-Wanganui; New Zealand,(River Anduin)                       ,-40.0009423,175.58172530000004
The Lord of the Rings: The Fellowship of the Ring (2001),Mavora Lakes; Southland; New Zealand,(Amon Hen)                       ,-45.2201814,168.1700323
The Lord of the Rings: The Fellowship of the Ring (2001),Canterbury; New Zealand,(Edoras)                       ,-43.7542275,171.1637245
The Lord of the Rings: The Fellowship of the Ring (2001),Poet's Corner; Upper Hutt; Wellington; New Zealand,(River Anduin)                       ,-41.12443270000001,175.0707834
The Lord of the Rings: The Fellowship of the Ring (2001),Twizel; Canterbury; New Zealand,,-44.2599014,170.10429419999997
The Lord of the Rings: The Fellowship of the Ring (2001),Camperdown Studios; Camperdown Road; Miramar; Wellington; New Zealand,(studio)                       ,-41.305862,174.8234761
